0.81472,-0.14798,0.44839,0.378,-8.6764,5.5018,3.6129,2.7975,2.0819,-0.358,-0.238,-0.064,0.158,0.011271,0.022919,0.034023,0.043518,5.2811,3.2342,2.2579,1.3704
0.09754,-1.1333,0.44839,0.378,-5.3511,26.83,15.929,13.166,10.123,-0.358,-0.236,-0.056,0.174,0.002698,0.0056294,0.0084527,0.010979,26.783,15.848,13.055,9.9571
0.15761,-0.046193,0.44839,0.378,-6.9972,2.3177,1.7377,1.4606,1.2477,-0.364,-0.246,-0.074,0.15,0.023967,0.042092,0.055988,0.077911,1.8223,1.0515,0.6208,0.36432
0.14189,-0.9083,0.44839,0.378,-5.4051,16.895,16.445,12.365,8.9332,-0.36,-0.238,-0.062,0.166,0.0043367,0.0056181,0.008757,0.012181,16.846,16.358,12.239,8.7289
0.65574,-1.5147,0.44839,0.378,-8.2126,9.2055,5.9439,4.4847,3.2601,-0.358,-0.234,-0.058,0.166,0.0070649,0.014589,0.022943,0.030446,9.0743,5.7092,4.132,2.7403
0.75774,-0.40349,0.44839,0.378,-13.288,6.3005,4.0788,3.1216,2.2925,-0.36,-0.242,-0.072,0.136,0.0098009,0.02,0.029741,0.037298,6.1062,3.7394,2.6327,1.6183
0.70605,-1.5208,0.44839,0.378,-14.029,9.2976,5.8003,4.3562,3.168,-0.358,-0.238,-0.068,0.142,0.0069148,0.014564,0.022398,0.028617,9.1622,5.5585,3.9936,2.6354
0.82346,-0.47936,0.44839,0.378,-14.656,6.6008,4.2823,3.2727,2.3926,-0.36,-0.242,-0.074,0.132,0.0093282,0.019004,0.028249,0.035261,6.4158,3.9575,2.8025,1.735
0.43874,-0.97145,0.44839,0.378,-13.131,10.936,7.4533,5.6077,3.9994,-0.36,-0.24,-0.072,0.138,0.0057348,0.011302,0.017646,0.023255,10.83,7.2629,5.3248,3.5533
0.48976,-0.87087,0.44839,0.378,-7.4531,9.6152,6.6307,5.0068,3.5613,-0.36,-0.238,-0.064,0.16,0.0066004,0.012932,0.020475,0.027829,9.4966,6.4171,4.6901,3.0668
0.27603,-0.50312,0.44839,0.378,-13.81,9.2681,5.781,4.2584,2.941,-0.362,-0.248,-0.082,0.122,0.0066948,0.013921,0.022084,0.029851,9.1346,5.5324,3.8888,2.414
0.49836,-0.063234,0.44839,0.378,-12.762,4.2889,2.8655,2.2625,1.7321,-0.36,-0.242,-0.072,0.138,0.01406,0.027555,0.03877,0.048245,4.0073,2.4016,1.6247,0.95554
0.75127,-1.1701,0.44839,0.378,-6.091,9.2084,5.7979,4.3745,3.1561,-0.358,-0.236,-0.058,0.172,0.0070195,0.01496,0.023691,0.031953,9.0723,5.5552,4.014,2.6184
0.95929,-0.71123,0.44839,0.378,-12.425,7.0551,4.6963,3.5724,2.5968,-0.358,-0.24,-0.07,0.142,0.0089069,0.017673,0.026785,0.034199,6.8865,4.3988,3.1373,1.9742
0.84072,-1.1714,0.44839,0.378,-5.7074,8.7412,5.492,4.155,3.0152,-0.358,-0.236,-0.058,0.172,0.0073238,0.015846,0.02493,0.033386,8.5982,5.2377,3.7774,2.4578
0.34998,-1.262,0.44839,0.378,-10.267,13.845,8.447,6.4352,4.6758,-0.358,-0.236,-0.064,0.156,0.0047954,0.010256,0.016065,0.021373,13.753,8.2832,6.1908,4.2988
0.35166,-0.26573,0.44839,0.378,-5.8281,5.0116,3.31,2.5262,1.8728,-0.362,-0.244,-0.07,0.154,0.012028,0.024298,0.037059,0.048561,4.7691,2.8934,1.9417,1.1237
0.28584,-0.38139,0.44839,0.378,-9.3218,6.7035,4.3524,3.2039,2.269,-0.362,-0.246,-0.078,0.138,0.0089962,0.01851,0.029379,0.038863,6.522,4.0227,2.7247,1.5907
0.075854,-1.4861,0.44839,0.378,-5.6599,16.891,12.664,8.9851,6.7773,-0.356,-0.232,-0.052,0.182,0.0043103,0.0071584,0.012251,0.016537,16.831,12.551,8.8049,6.5494
0.12991,-0.67729,0.44839,0.378,-11.629,17.892,14.497,10.625,7.0803,-0.362,-0.244,-0.078,0.132,0.0040044,0.0059597,0.0094632,0.013714,17.839,14.398,10.475,6.8152
