0.81472,-0.14798,5.5515,3.6143,2.7947,2.0804,-0.346,-0.22,-0.038,0.194,0.011646,0.023832,0.035493,0.045487,5.3308,3.2358,2.2553,1.3688
0.12699,-0.13607,3.031,2.1081,1.6693,1.3521,-0.354,-0.238,-0.064,0.162,0.018905,0.035562,0.05065,0.06889,2.6371,1.5026,0.88367,0.49701
0.63236,-1.4176,9.8176,6.1802,4.657,3.3744,-0.344,-0.218,-0.034,0.198,0.0068775,0.014567,0.022973,0.030591,9.6909,5.9538,4.317,2.8684
0.2785,-0.71176,12.633,8.4448,6.1732,4.2781,-0.348,-0.224,-0.046,0.182,0.0052491,0.010536,0.017181,0.024001,12.539,8.2725,5.9157,3.85
0.95751,-0.055153,5.6213,3.6863,2.8611,2.1287,-0.346,-0.22,-0.038,0.196,0.011604,0.023561,0.034931,0.044766,5.4064,3.3165,2.3314,1.4265
0.15761,-0.046193,2.3177,1.7378,1.4605,1.2477,-0.35,-0.23,-0.052,0.178,0.024862,0.04353,0.057602,0.079475,1.8223,1.0516,0.62061,0.36435
0.95717,-0.80837,7.5241,4.8626,3.6936,2.6831,-0.346,-0.22,-0.038,0.194,0.0087581,0.018134,0.028004,0.036705,7.3613,4.5746,3.271,2.0737
0.80028,-1.3479,8.7521,5.662,4.2444,3.0904,-0.344,-0.218,-0.036,0.198,0.0076734,0.01581,0.024956,0.032888,8.6126,5.4136,3.8739,2.5446
0.42176,-0.13236,4.2022,2.8362,2.2268,1.7039,-0.348,-0.224,-0.044,0.186,0.014879,0.029119,0.042121,0.053941,3.9164,2.3656,1.5819,0.92219
0.79221,-0.063629,5.3047,3.4743,2.7018,2.0213,-0.346,-0.22,-0.038,0.194,0.012207,0.024781,0.036516,0.046692,5.0751,3.0826,2.1462,1.2986
0.65574,-1.5147,9.6107,5.9376,4.4862,3.2632,-0.344,-0.216,-0.034,0.2,0.0070262,0.015216,0.023815,0.031544,9.4795,5.703,4.1336,2.7439
0.84913,-0.10368,5.5172,3.6045,2.7937,2.0815,-0.346,-0.22,-0.038,0.194,0.011764,0.02397,0.03553,0.045512,5.2961,3.2254,2.2534,1.3698
0.67874,-0.38054,6.1317,4.0062,3.0633,2.2439,-0.346,-0.222,-0.042,0.188,0.01053,0.021515,0.032701,0.0423,5.9329,3.6594,2.5653,1.5608
0.74313,-0.95469,8.668,5.5858,4.2137,3.0352,-0.346,-0.22,-0.038,0.194,0.0076639,0.015893,0.024918,0.033059,8.5263,5.3331,3.8403,2.4782
0.65548,-1.3019,9.4617,6.2179,4.6524,3.3673,-0.344,-0.218,-0.036,0.198,0.0070994,0.0145,0.022932,0.030541,9.3347,5.9909,4.3129,2.8584
0.70605,-1.5208,9.2912,5.748,4.3564,3.1686,-0.344,-0.216,-0.034,0.2,0.0072193,0.015711,0.024437,0.032331,9.1558,5.5061,3.9935,2.6364
0.27692,-1.4983,14.145,8.6922,6.3577,4.6439,-0.344,-0.216,-0.032,0.202,0.0049449,0.010621,0.017328,0.023279,14.053,8.5286,6.1079,4.2739
0.097132,-0.27731,7.2038,4.2352,2.8529,1.9621,-0.354,-0.238,-0.066,0.154,0.0082904,0.018928,0.033003,0.045328,7.0233,3.877,2.3192,1.2354
0.69483,-1.0727,9.0414,5.8935,4.4698,3.2279,-0.346,-0.22,-0.038,0.194,0.0074245,0.01517,0.023689,0.031445,8.9084,5.656,4.1172,2.6969
0.95022,-1.5167,8.2289,5.1878,3.9292,2.8645,-0.344,-0.218,-0.034,0.198,0.0080768,0.01724,0.026779,0.03517,8.0775,4.9193,3.5294,2.2877
0.43874,-0.97145,11.779,7.4593,5.5955,3.9955,-0.346,-0.22,-0.04,0.192,0.0058377,0.012008,0.019133,0.025935,11.673,7.269,5.3128,3.5494
0.76552,-0.3217,6.0093,3.8696,2.9871,2.2,-0.346,-0.222,-0.04,0.19,0.010775,0.022273,0.033497,0.043187,5.8044,3.5141,2.4776,1.5095
0.18687,-0.80148,14.713,11.92,9.4392,6.5518,-0.348,-0.224,-0.044,0.184,0.004834,0.0076816,0.011439,0.016228,14.65,11.806,9.27,6.268
0.44559,-0.55557,7.9688,5.1761,3.8549,2.7429,-0.348,-0.224,-0.046,0.184,0.0081539,0.016736,0.02656,0.035336,7.8158,4.9003,3.4506,2.139
0.70936,-0.38534,6.1997,4.0274,3.0786,2.2582,-0.346,-0.222,-0.042,0.19,0.010449,0.021415,0.032607,0.042138,6.0021,3.6828,2.5832,1.5777
0.27603,-0.50312,8.6742,5.8091,4.2667,2.9404,-0.348,-0.228,-0.05,0.176,0.00749,0.014803,0.023927,0.032906,8.5407,5.5603,3.897,2.364
0.6551,-1.3154,9.4995,6.2126,4.6436,3.3679,-0.344,-0.218,-0.036,0.198,0.0070603,0.014512,0.022987,0.030551,9.3724,5.9855,4.3038,2.8588
0.119,-0.78797,18.808,17.414,13.388,9.4007,-0.348,-0.224,-0.044,0.184,0.0040614,0.0052673,0.0082433,0.011511,18.764,17.335,13.272,9.2038
0.95974,-1.0361,7.7826,5.0981,3.8814,2.8243,-0.346,-0.218,-0.038,0.196,0.0085655,0.017384,0.026912,0.035308,7.629,4.8256,3.4793,2.2383
0.58527,-1.2192,9.6197,6.5738,4.9471,3.5679,-0.344,-0.218,-0.036,0.196,0.0069958,0.013722,0.021656,0.028956,9.4999,6.3592,4.6266,3.081
0.75127,-1.1701,8.5786,5.7755,4.3683,3.1617,-0.346,-0.218,-0.036,0.196,0.0078633,0.015484,0.024216,0.03207,8.4426,5.5328,4.0075,2.6236
0.50596,-0.47269,6.8357,4.4798,3.3736,2.434,-0.348,-0.224,-0.044,0.184,0.0093634,0.019192,0.029932,0.039167,6.6584,4.1649,2.9172,1.7821
0.8909,-0.063945,5.5184,3.6153,2.8069,2.0917,-0.346,-0.22,-0.038,0.194,0.011795,0.023959,0.035456,0.045389,5.2985,3.238,2.2684,1.3823
0.54722,-1.353,10.449,6.7239,5.0189,3.6494,-0.344,-0.218,-0.034,0.198,0.0064899,0.013447,0.021414,0.028525,10.332,6.5144,4.7042,3.1749
0.14929,-1.1663,15.597,13.711,10.722,7.8592,-0.346,-0.218,-0.036,0.196,0.0047211,0.0067976,0.010421,0.014018,15.539,13.61,10.579,7.6391
0.84072,-1.1714,8.2027,5.5053,4.1659,3.0202,-0.344,-0.218,-0.036,0.196,0.0081944,0.016205,0.025299,0.033403,8.0598,5.2507,3.788,2.4627
0.81428,-1.1883,8.3416,5.5935,4.2281,3.0632,-0.344,-0.218,-0.036,0.196,0.008071,0.015959,0.024961,0.033003,8.2009,5.3426,3.8554,2.5119
0.92926,-1.021,7.8814,5.1413,3.9189,2.8479,-0.346,-0.22,-0.038,0.194,0.0084649,0.01725,0.02666,0.035036,7.7292,4.8711,3.52,2.265
0.1966,-1.1764,14.526,11.949,9.2042,6.7026,-0.346,-0.218,-0.036,0.196,0.0049267,0.0077254,0.011934,0.0162,14.46,11.832,9.0352,6.4408
0.61604,-0.82736,9.0488,5.6875,4.3334,3.1029,-0.346,-0.22,-0.04,0.19,0.0072703,0.015581,0.024141,0.032274,8.9113,5.4414,3.9702,2.553
0.35166,-0.26573,4.9054,3.2982,2.5238,1.8734,-0.35,-0.228,-0.05,0.178,0.012736,0.025079,0.037779,0.048754,4.6629,2.8817,1.9391,1.1244
0.58526,-0.70729,8.3855,5.4345,4.0862,2.9248,-0.346,-0.222,-0.042,0.188,0.0078037,0.016142,0.025415,0.033789,8.2397,5.1735,3.7025,2.3492
0.91719,-1.1218,7.916,5.2765,4.0031,2.9079,-0.346,-0.218,-0.036,0.196,0.0084528,0.016857,0.026208,0.03448,7.767,5.0118,3.6112,2.3341
0.7572,-0.38684,6.262,4.0347,3.0965,2.2733,-0.346,-0.222,-0.04,0.19,0.010379,0.021417,0.032461,0.041943,6.0655,3.6919,2.6032,1.5952
0.38045,-0.67886,9.8141,6.5504,4.859,3.4162,-0.348,-0.224,-0.044,0.184,0.0066345,0.013406,0.021567,0.029334,9.6937,6.3312,4.5337,2.901
0.075854,-1.4861,19.636,12.592,8.8379,6.8277,-0.344,-0.216,-0.03,0.204,0.0034591,0.0073966,0.012702,0.01638,19.575,12.479,8.6579,6.5995
0.5308,-0.34688,5.798,3.829,2.9237,2.1411,-0.348,-0.224,-0.044,0.186,0.011012,0.02224,0.033843,0.043771,5.5897,3.4662,2.4058,1.44
0.93401,-1.3667,8.2468,5.3191,3.9995,2.9185,-0.344,-0.218,-0.036,0.198,0.0081164,0.016778,0.02629,0.034524,8.0983,5.0554,3.6074,2.3482
0.56882,-0.83348,9.4332,5.9272,4.5105,3.2266,-0.346,-0.222,-0.04,0.19,0.0070264,0.014947,0.023286,0.03116,9.3015,5.6908,4.1613,2.6922
0.011902,-1.0412,27.669,33.36,29.696,22.896,-0.346,-0.22,-0.038,0.468,0.0025514,0.0030163,0.0037095,0.0044871,27.644,33.321,29.65,22.772
0.16218,-0.32314,7.0707,4.3527,3.0696,2.1284,-0.352,-0.234,-0.06,0.164,0.0086965,0.018849,0.031437,0.042643,6.8921,4.0137,2.5701,1.4288
0.31122,-0.74058,11.492,7.9677,5.9543,4.1512,-0.348,-0.224,-0.044,0.184,0.0056582,0.011135,0.017855,0.024672,11.394,7.7882,5.6867,3.7116
0.16565,-0.62521,16.357,11.019,7.7768,5.1682,-0.348,-0.226,-0.05,0.176,0.0042186,0.0079934,0.013602,0.020006,16.287,10.884,7.5709,4.8077
0.26297,-0.54337,9.9097,6.5401,4.7665,3.2563,-0.348,-0.226,-0.05,0.176,0.00652,0.013217,0.021683,0.030162,9.7908,6.3175,4.4337,2.7213
0.68921,-0.3956,6.222,4.0562,3.0989,2.2675,-0.346,-0.222,-0.042,0.188,0.010399,0.021267,0.032401,0.041949,6.0257,3.7134,2.606,1.5887
0.45054,-1.4391,11.592,7.118,5.3723,3.9047,-0.344,-0.216,-0.034,0.2,0.0059973,0.012799,0.02019,0.027019,11.483,6.9226,5.0771,3.4612
0.22898,-0.13613,3.3675,2.3433,1.8543,1.4679,-0.35,-0.23,-0.054,0.174,0.017811,0.033463,0.047661,0.062554,3.0153,1.7891,1.1203,0.63933
0.15238,-0.27361,5.6794,3.6251,2.608,1.8642,-0.352,-0.234,-0.062,0.162,0.010628,0.022172,0.03591,0.047884,5.4636,3.2279,2.0355,1.1166
0.53834,-0.0060716,4.345,2.8858,2.283,1.7494,-0.346,-0.22,-0.04,0.192,0.014618,0.029204,0.041686,0.053167,4.0661,2.4259,1.649,0.9758
0.078176,-0.87544,25.982,25.406,19.664,13.91,-0.346,-0.222,-0.042,0.186,0.0028083,0.0035332,0.0058456,0.0080395,25.95,25.35,19.585,13.785
0.10665,-0.05985,2.0859,1.5922,1.3588,1.1903,-0.354,-0.236,-0.06,0.17,0.026424,0.046113,0.060898,0.085734,1.5375,0.86266,0.49279,0.28828
0.0046342,-0.35357,41.023,18.189,7.5085,3.8309,-0.354,-0.238,-0.068,0.15,0.002206,0.0047756,0.013479,0.025304,40.992,18.072,7.2843,3.3789
0.8173,-0.20625,5.7132,3.7046,2.8584,2.1232,-0.346,-0.22,-0.04,0.192,0.011275,0.023283,0.034822,0.044641,5.4981,3.3343,2.3294,1.4191
0.084436,-0.94282,32.442,18.596,17.363,13.095,-0.346,-0.222,-0.04,0.19,0.002501,0.0051209,0.0064924,0.0084901,32.406,18.534,17.277,12.963
0.25987,-0.31405,5.7785,3.745,2.7708,1.9998,-0.35,-0.23,-0.054,0.172,0.010765,0.02204,0.034686,0.045533,5.5661,3.3659,2.2283,1.2749
0.43141,-0.14035,4.2802,2.8841,2.2606,1.7248,-0.348,-0.224,-0.044,0.186,0.01461,0.028708,0.041637,0.053303,3.9995,2.42,1.6229,0.94707
0.18185,-1.1564,15.51,12.383,9.669,7.0572,-0.346,-0.218,-0.036,0.196,0.0047221,0.0075014,0.011424,0.015466,15.447,12.272,9.5095,6.8099
0.14554,-1.3571,18.742,11.589,8.7622,6.6699,-0.344,-0.216,-0.034,0.2,0.0036106,0.008105,0.012764,0.016542,18.678,11.472,8.5909,6.4196
0.86929,-0.6602,7.3211,4.6866,3.5558,2.59,-0.346,-0.22,-0.04,0.192,0.0089209,0.018727,0.028934,0.037702,7.152,4.3881,3.1199,1.9651
0.54986,-1.3431,10.401,6.7264,5.0101,3.6474,-0.344,-0.218,-0.034,0.198,0.0065075,0.013447,0.021436,0.02852,10.284,6.5168,4.6953,3.1723
0.85303,-0.59367,7.1055,4.5413,3.4622,2.5207,-0.346,-0.22,-0.04,0.192,0.0092122,0.01924,0.029568,0.038552,6.9311,4.2343,3.0151,1.8846
0.35095,-0.76459,10.627,7.4551,5.6238,3.9505,-0.346,-0.222,-0.044,0.186,0.0060619,0.011946,0.018854,0.025894,10.522,7.2655,5.3421,3.4939
0.40181,-1.4515,12.235,7.5109,5.5955,4.0865,-0.344,-0.216,-0.034,0.2,0.0057233,0.01217,0.019477,0.025989,12.131,7.3245,5.3132,3.6628
0.23992,-1.3771,15.55,9.5774,7.2568,5.3585,-0.344,-0.216,-0.034,0.2,0.0044384,0.0095571,0.015233,0.020265,15.47,9.4338,7.0417,5.0349
0.18391,-1.1939,14.886,12.35,9.4307,6.87,-0.344,-0.218,-0.036,0.196,0.0048543,0.0074321,0.011682,0.015904,14.821,12.237,9.2665,6.617
0.41727,-1.4928,11.911,7.3147,5.3998,3.9367,-0.344,-0.216,-0.032,0.2,0.0058783,0.012446,0.020154,0.026912,11.804,7.1221,5.1073,3.4998
0.90272,-0.086728,5.5842,3.654,2.8332,2.1088,-0.346,-0.22,-0.038,0.194,0.011656,0.023715,0.035169,0.045059,5.3665,3.28,2.299,1.4023
0.49086,-0.80228,9.8408,6.3665,4.7646,3.3888,-0.346,-0.222,-0.042,0.188,0.0067532,0.013927,0.02209,0.029766,9.7165,6.1425,4.4333,2.8737
0.33772,-0.157,3.9846,2.716,2.129,1.6368,-0.348,-0.226,-0.048,0.18,0.015472,0.029937,0.043318,0.055789,3.685,2.2262,1.4623,0.84251
0.36925,-1.3961,12.788,7.8451,5.9833,4.3469,-0.344,-0.216,-0.034,0.2,0.0054469,0.011692,0.018257,0.024512,12.69,7.6695,5.7184,3.9457
0.78025,-0.9586,8.4708,5.4711,4.136,2.985,-0.346,-0.22,-0.038,0.194,0.0078596,0.016234,0.025361,0.033563,8.3263,5.2137,3.7557,2.4208
0.24169,-0.93633,17.133,10.696,8.2865,5.9182,-0.346,-0.222,-0.04,0.19,0.0038777,0.008556,0.013117,0.018028,17.062,10.567,8.0971,5.6106
0.096455,-1.3635,20.755,12.902,9.9315,7.4971,-0.344,-0.216,-0.032,0.202,0.0032863,0.007253,0.011308,0.014818,20.698,12.798,9.7819,7.2854
0.94205,-0.068904,5.6194,3.682,2.8564,2.125,-0.346,-0.22,-0.038,0.194,0.011601,0.023575,0.034963,0.044807,5.4039,3.3113,2.3258,1.4219
0.57521,-1.4769,10.261,6.3208,4.7797,3.4716,-0.344,-0.216,-0.034,0.2,0.006657,0.014279,0.022473,0.029941,10.138,6.1007,4.4481,2.9788
0.23478,-1.0161,17.633,11.467,8.4844,6.2014,-0.346,-0.22,-0.04,0.192,0.0037958,0.0078844,0.012907,0.017354,17.563,11.343,8.3021,5.91
0.82119,-1.5466,8.6904,5.3941,4.1047,2.9888,-0.344,-0.218,-0.034,0.2,0.0076205,0.016673,0.025787,0.033989,8.546,5.1372,3.7207,2.4312
0.043024,-1.3053,28.081,16.94,12.542,10.022,-0.344,-0.216,-0.032,0.2,0.002686,0.0055239,0.0090482,0.011167,28.035,16.859,12.438,9.8696
0.64912,-0.42141,6.3021,4.1393,3.1573,2.304,-0.346,-0.222,-0.042,0.188,0.010234,0.020832,0.031815,0.041306,6.1099,3.8024,2.6722,1.631
0.64775,-0.86249,9.0074,5.7053,4.3112,3.0938,-0.346,-0.22,-0.04,0.192,0.0073032,0.015516,0.024338,0.032393,8.8692,5.4583,3.9463,2.5433
0.54701,-1.1053,10.228,6.7037,5.0823,3.6618,-0.346,-0.22,-0.038,0.194,0.0065042,0.013376,0.021037,0.028183,10.111,6.4948,4.7712,3.1836
0.74469,-1.274,8.8769,5.8606,4.404,3.1831,-0.344,-0.218,-0.036,0.196,0.0075973,0.015284,0.024095,0.032041,8.7421,5.6201,4.0455,2.6501
0.68678,-1.2825,9.213,6.0859,4.5643,3.295,-0.344,-0.218,-0.036,0.198,0.0073139,0.014781,0.023326,0.031111,9.0831,5.854,4.218,2.7772
0.36848,-0.58808,9.2377,5.8563,4.3657,3.0567,-0.348,-0.224,-0.046,0.182,0.0070471,0.014834,0.023653,0.032107,9.104,5.6119,4.0046,2.4966
0.78023,-1.4434,8.9227,5.6385,4.2512,3.0916,-0.344,-0.218,-0.034,0.198,0.0074654,0.015961,0.024943,0.032958,8.7835,5.3905,3.8803,2.5473
0.92939,-0.35231,6.2707,4.0517,3.1016,2.2852,-0.346,-0.22,-0.038,0.192,0.010381,0.021475,0.032558,0.041949,6.0744,3.7101,2.6087,1.61
0.48679,-0.88615,10.616,6.6216,5.0582,3.6045,-0.346,-0.222,-0.04,0.19,0.0063821,0.013418,0.020964,0.02828,10.499,6.4106,4.7455,3.1152
0.44678,-1.0896,11.523,7.5593,5.7135,4.0996,-0.346,-0.22,-0.038,0.194,0.0058462,0.011961,0.018836,0.025496,11.419,7.3727,5.4359,3.6658
0.50851,-0.76848,9.3589,6.0961,4.5657,3.2477,-0.346,-0.222,-0.042,0.188,0.0070292,0.014506,0.022966,0.030866,9.2289,5.8621,4.2202,2.7145
0.81763,-0.32228,6.0803,3.9127,3.0169,2.2218,-0.346,-0.22,-0.04,0.192,0.010673,0.022117,0.033237,0.042877,5.8775,3.5608,2.5117,1.5351
0.64432,-0.97608,9.3747,6.0238,4.5239,3.2497,-0.346,-0.22,-0.038,0.192,0.0070666,0.014801,0.023332,0.031178,9.2433,5.7886,4.1755,2.7209
0.81158,-0.73384,7.7245,4.9295,3.7345,2.7086,-0.346,-0.22,-0.04,0.192,0.0084446,0.017866,0.027715,0.036275,7.5639,4.645,3.3175,2.1024
0.35073,-0.095816,3.706,2.5316,2.0147,1.5732,-0.348,-0.224,-0.046,0.184,0.016664,0.032062,0.045383,0.0585,3.3836,2.0156,1.3213,0.76587
0.87594,-0.70661,7.462,4.7831,3.6176,2.6362,-0.346,-0.22,-0.038,0.192,0.008754,0.018395,0.028524,0.037161,7.2963,4.4901,3.189,2.0188
0.62248,-0.64867,7.8136,5.0715,3.8243,2.7482,-0.346,-0.222,-0.042,0.188,0.0083503,0.017255,0.026963,0.035649,7.6572,4.7928,3.4162,2.1468
0.20774,-1.0976,16.966,11.816,9.2039,6.705,-0.346,-0.22,-0.038,0.194,0.0042989,0.0078587,0.011972,0.016128,16.9,11.699,9.0347,6.4392
0.47092,-1.2087,10.492,7.3786,5.5565,4.0036,-0.344,-0.218,-0.036,0.196,0.0062744,0.012257,0.019394,0.026176,10.386,7.1875,5.2709,3.5637
0.84431,-1.2649,8.4233,5.5462,4.1783,3.0262,-0.344,-0.218,-0.036,0.196,0.0079883,0.016046,0.02526,0.033413,8.2808,5.2926,3.8012,2.4712
0.22592,-1.3026,15.697,10.353,7.8941,5.7604,-0.344,-0.218,-0.034,0.198,0.0045338,0.0089139,0.014032,0.018892,15.622,10.219,7.6964,5.4605
0.22766,-0.8864,16.607,11.446,8.569,6.0536,-0.346,-0.222,-0.042,0.188,0.0042356,0.0078511,0.012639,0.017611,16.537,11.321,8.3837,5.7494
0.3111,-0.12035,3.6219,2.5006,1.9823,1.5495,-0.348,-0.226,-0.048,0.182,0.016901,0.032156,0.045739,0.059234,3.2941,1.9772,1.281,0.73754
0.43021,-1.2805,11.458,7.7315,5.7481,4.1635,-0.344,-0.218,-0.036,0.198,0.0058659,0.011683,0.018857,0.025343,11.356,7.5482,5.4734,3.7421
0.90488,-0.031811,5.4875,3.6019,2.8004,2.0882,-0.346,-0.22,-0.038,0.194,0.011873,0.024066,0.035555,0.045516,5.2672,3.2241,2.261,1.3786
0.43887,-1.3963,11.744,7.2913,5.5304,3.9995,-0.344,-0.218,-0.034,0.2,0.0058973,0.012519,0.019586,0.026405,11.638,7.1008,5.2433,3.5654
0.25806,-0.92878,16.302,10.28,7.8556,5.6044,-0.346,-0.222,-0.04,0.19,0.0041215,0.0088452,0.013795,0.018962,16.227,10.145,7.6559,5.2799
0.5949,-1.1589,9.6191,6.4401,4.8757,3.5199,-0.346,-0.218,-0.036,0.196,0.0069876,0.013923,0.021895,0.029241,9.4979,6.2231,4.5523,3.0275
0.60284,-0.45362,6.4303,4.2641,3.245,2.3592,-0.346,-0.222,-0.042,0.186,0.0099666,0.020233,0.03106,0.040429,6.2445,3.937,2.7728,1.6959
0.22175,-1.3864,16.037,9.899,7.3906,5.4985,-0.344,-0.216,-0.034,0.2,0.0042787,0.0092923,0.01498,0.019844,15.959,9.7592,7.181,5.1853
0.29668,-1.0701,14.752,9.7956,7.3942,5.2719,-0.346,-0.22,-0.038,0.194,0.0046979,0.0092992,0.01475,0.020274,14.671,9.6506,7.1803,4.9326
0.42417,-0.77305,10.091,6.7705,5.0512,3.5589,-0.346,-0.222,-0.042,0.186,0.0065268,0.01308,0.020881,0.02848,9.974,6.5591,4.738,3.0637
0.085516,-1.1585,16.652,17.339,13.97,10.385,-0.346,-0.218,-0.036,0.196,0.0045159,0.0055356,0.0079088,0.010734,16.606,17.26,13.863,10.226
