0.81472,-0.14798,5.2376,0.017787,4.9919,8.8011,6.3141,5.0277,4.2308,3.7147,-0.388,-0.318,-0.218,-0.092,0.058,0.0043655,0.0087603,0.014187,0.020411,0.026567,8.5696,6.1381,4.8111,3.9784,3.4302
0.12699,-0.13607,2.6964,0.028479,2.0502,4.8072,3.3659,2.6933,2.3064,2.0581,-0.392,-0.324,-0.228,-0.106,0.04,0.0063998,0.015034,0.024527,0.034571,0.044302,4.0741,3.0305,2.2895,1.8457,1.5491
0.63236,-1.4176,9.4789,0.01058,9.34,17.192,11.373,9.0202,7.2687,6.3684,-0.388,-0.316,-0.216,-0.09,0.06,0.0025341,0.0050472,0.0080616,0.012225,0.015909,17.076,11.275,8.8971,7.123,6.2019
0.2785,-0.71176,10.264,0.0084877,10.154,11.484,13.293,11.675,9.5615,8.1874,-0.39,-0.318,-0.22,-0.094,0.054,0.0034427,0.0045233,0.0063825,0.0091934,0.012372,11.376,13.218,11.581,9.4507,8.0602
0.95751,-0.055153,5.4478,0.017317,5.2103,9.5,6.4023,5.1749,4.3685,3.8117,-0.388,-0.316,-0.216,-0.09,0.058,0.0039869,0.0086875,0.013858,0.019786,0.025924,9.2822,6.232,4.9647,4.1231,3.535
0.15761,-0.046193,2.1431,0.031005,1.4324,3.4365,2.5561,2.1498,1.9105,1.7519,-0.39,-0.32,-0.222,-0.098,0.048,0.0086766,0.019717,0.030487,0.041239,0.051298,2.6977,2.1273,1.6544,1.3624,1.1609
0.95717,-0.80837,6.9577,0.013504,6.7762,11.496,8.4179,6.7484,5.6541,4.982,-0.388,-0.318,-0.218,-0.09,0.058,0.0034607,0.0066036,0.010731,0.015482,0.020035,11.331,8.2897,6.5889,5.4666,4.7691
0.80028,-1.3479,8.5161,0.011546,8.3626,15.172,10.094,8.151,6.6941,5.8095,-0.388,-0.316,-0.216,-0.09,0.06,0.0026989,0.0056089,0.0090081,0.013141,0.017392,15.041,9.9856,8.0152,6.5337,5.6267
0.42176,-0.13236,3.9406,0.022471,3.6149,6.2752,4.7831,3.8304,3.2615,2.8819,-0.39,-0.318,-0.22,-0.094,0.054,0.0055519,0.011213,0.018247,0.02589,0.033455,5.9311,4.5487,3.5462,2.9343,2.5167
0.79221,-0.063629,5.0579,0.018425,4.8032,8.6652,6.0038,4.8037,4.0662,3.5828,-0.388,-0.318,-0.218,-0.09,0.058,0.0043707,0.0091598,0.014879,0.021179,0.027467,8.4266,5.8207,4.5786,3.8043,3.288
0.65574,-1.5147,9.3083,0.010957,9.1648,17.283,11.306,8.6706,7.0453,6.0903,-0.388,-0.316,-0.216,-0.088,0.06,0.0025304,0.0051104,0.0084758,0.012587,0.016649,17.165,11.205,8.5433,6.8943,5.9177
0.84913,-0.10368,5.2464,0.017813,5.0011,8.9753,6.2417,4.9908,4.2172,3.7141,-0.388,-0.318,-0.218,-0.09,0.058,0.0042572,0.0088659,0.014291,0.020486,0.026582,8.7463,6.0657,4.7741,3.9647,3.4294
0.67874,-0.38054,5.5798,0.016275,5.3545,8.3495,7.1825,5.5809,4.6484,4.0751,-0.388,-0.318,-0.218,-0.092,0.056,0.0046844,0.0075937,0.012797,0.018548,0.024252,8.1299,7.023,5.3844,4.4186,3.8154
0.74313,-0.95469,7.8328,0.011884,7.6746,12.355,9.6353,7.7489,6.478,5.702,-0.388,-0.318,-0.218,-0.092,0.058,0.0032305,0.0057703,0.0093741,0.013503,0.017657,12.211,9.524,7.61,6.3144,5.5159
0.65548,-1.3019,9.19,0.010592,9.05,16.072,10.776,8.9148,7.3529,6.3575,-0.388,-0.316,-0.216,-0.09,0.06,0.0026156,0.0052857,0.0081984,0.012001,0.015879,15.952,10.677,8.791,7.2065,6.1906
0.70605,-1.5208,9.0086,0.011272,8.8604,16.69,10.929,8.4056,6.8216,5.9189,-0.388,-0.316,-0.216,-0.088,0.06,0.0025699,0.0052977,0.0087147,0.012963,0.017087,16.568,10.824,8.2742,6.6659,5.741
0.27692,-1.4983,13.695,0.0077565,13.596,26.421,16.967,11.923,10.288,8.8086,-0.388,-0.316,-0.216,-0.088,0.062,0.0022235,0.0033366,0.0062267,0.0087013,0.011576,26.345,16.898,11.835,10.183,8.6878
0.097132,-0.27731,5.7073,0.017282,5.2695,11.443,8.1232,5.8992,4.5928,3.7945,-0.392,-0.324,-0.228,-0.106,0.038,0.0032026,0.0066227,0.011653,0.018212,0.02529,11.17,7.9777,5.7062,4.3526,3.5087
0.69483,-1.0727,8.3182,0.011228,8.1703,13.556,9.8429,8.0925,6.9423,6.0621,-0.388,-0.318,-0.216,-0.09,0.058,0.0029386,0.0056362,0.0090539,0.012687,0.016619,13.424,9.7389,7.9623,6.7888,5.8874
