0.41597,-0.071484,0.81472,-0.14798,-0.4,0.06469,1.9967,1.3131,1.1905,1.1785,0,2,69,173,277,0,1.463,46.8,50.281,32.218,0,1.2701,0.53509,0.3742,0.1511,0
0.19665,-0.82629,0.81472,-0.14798,-0.3,0.12292,1.8206,1.2586,1.1584,1.1373,1.1113,2,37,92,147,203,1.5461,24.827,26.035,27.184,26.446,1.2898,0.45609,0.30073,0.26413,0.20762
0.17607,-0.45751,0.81472,-0.14798,-0.2,0.16228,1.714,1.233,1.1453,1.1205,1.0928,2,29,70,112,153,1.4174,18.767,19.882,20.103,20.188,1.1215,0.41003,0.27792,0.22411,0.1849
0.11806,0.41425,0.81472,-0.14798,-0.1,0.19463,1.6298,1.2167,1.138,1.1051,1.0967,2,24,59,93,128,1.3712,15.619,16.632,16.654,17.221,0.99603,0.37978,0.26048,0.2027,0.18805
-0.00054018,0,0.81472,-0.14798,0,0.22312,1.5562,1.2038,1.1305,1.1027,1.0858,2,21,51,82,112,1.3342,13.635,14.398,14.818,14.56,0.87763,0.35828,0.24145,0.19974,0.16361
0.11555,-0.23449,0.81472,-0.14798,0.1,0.24915,1.4939,1.1935,1.1222,1.0984,1.0833,2,19,46,73,100,1.2524,12.199,12.917,13.051,13.383,0.74149,0.3409,0.23105,0.18474,0.16478
0.031109,1.2571,0.81472,-0.14798,0.2,0.27349,1.4401,1.1844,1.1188,1.0915,1.0798,2,17,42,67,91,1.1597,11.139,11.772,12.012,11.94,0.61497,0.32471,0.22171,0.17935,0.15092
0.092668,-0.39321,0.81472,-0.14798,0.3,0.29665,1.3877,1.1782,1.1131,1.0907,1.0757,2,16,39,62,84,1.0653,10.232,10.841,11.042,11.189,0.49272,0.31292,0.21232,0.17127,0.14983
0.032402,1.2164,0.81472,-0.14798,0.4,0.31896,1.3401,1.172,1.1095,1.0847,1.074,2,15,36,57,78,0.96685,9.5216,10.105,10.269,10.278,0.38125,0.30171,0.2058,0.16546,0.14059
0.42878,-0.022522,0.12699,-0.13607,-0.4,0.06469,0.84498,1.2435,1.1516,1.1437,0,2,62,165,270,0,1.4926,46.394,50.755,39.729,0,0.33031,0.4132,0.30015,0.17626,0
