-0.041157,-0.12993,0.12699,-0.13607,0.2,0.27349,0.099839,0.063094,0.04654,0.041281,0.035556,14,39,64,88,113,10.94,11.768,12.057,12.005,12.167,0.17274,0.11616,0.093163,0.078526,0.070877
-0.036008,-0.12305,0.12699,-0.13607,0.3,0.29665,0.091984,0.056779,0.046759,0.037568,0.034292,13,36,59,81,104,10.072,10.768,10.995,11.285,11.113,0.16207,0.10667,0.086156,0.075928,0.065491
-0.031608,-0.11654,0.12699,-0.13607,0.4,0.31896,0.087248,0.053967,0.04023,0.036723,0.03152,12,33,55,76,97,9.3599,10.147,10.278,10.304,10.472,0.15179,0.10183,0.080621,0.069336,0.062734
-0.44584,-0.23983,0.63236,-1.4176,-0.4,0.06469,1.5785,0.35272,0.21357,0.19747,0,2,69,173,278,0,1.2908,46.926,50.147,31.516,0,1.4851,0.60457,0.41736,0.16106,0
-0.41733,-0.16901,0.63236,-1.4176,-0.3,0.12292,1.6339,0.31372,0.19266,0.16287,0.13481,2,38,93,148,203,1.4824,24.817,26.069,27.116,26.54,2.1341,0.55115,0.3636,0.31431,0.25254
-0.40057,-0.15183,0.63236,-1.4176,-0.2,0.16228,1.5916,0.29349,0.18297,0.14958,0.11752,2,29,71,113,154,1.403,18.774,19.861,20.165,20.108,2.1154,0.51568,0.34714,0.28068,0.23091
-0.38212,-0.14421,0.63236,-1.4176,-0.1,0.19463,1.479,0.27984,0.17691,0.13713,0.12216,2,25,59,94,129,1.3405,15.645,16.617,16.692,17.197,1.9622,0.49114,0.3337,0.263,0.23884
-0.36678,-0.13439,0.63236,-1.4176,0,0.22312,1.3165,0.26929,0.17177,0.13505,0.1135,2,22,52,82,112,1.3117,13.646,14.426,14.752,14.62,1.7667,0.47341,0.31979,0.26149,0.2166
-0.35548,-0.12768,0.63236,-1.4176,0.1,0.24915,1.133,0.26019,0.16446,0.13163,0.11094,2,20,47,74,101,1.3082,12.246,12.941,13.095,13.344,1.5604,0.45877,0.3103,0.24917,0.21883
-0.34819,-0.12347,0.63236,-1.4176,0.2,0.27349,0.94644,0.25506,0.16119,0.12602,0.10934,2,18,43,67,92,1.2914,11.121,11.812,11.965,11.988,1.3241,0.44755,0.30275,0.24396,0.20836
-0.3413,-0.12217,0.63236,-1.4176,0.3,0.29665,0.75967,0.24784,0.15698,0.12596,0.10529,2,17,39,62,85,1.1529,10.284,10.859,11.002,11.174,0.96616,0.43698,0.29464,0.23822,0.20742
-0.33389,-0.12235,0.63236,-1.4176,0.4,0.31896,0.5903,0.24174,0.154,0.12076,0.10484,2,16,37,58,79,0.99044,9.5792,10.115,10.256,10.263,0.6405,0.42655,0.28967,0.23338,0.19935
-0.4182,-0.30212,0.2785,-0.71176,-0.4,0.06469,1.4287,0.36205,0.22217,0.20216,0,2,67,171,276,0,1.4976,46.994,50.284,33.692,0,2.1933,0.62188,0.43272,0.18646,0
-0.38621,-0.26883,0.2785,-0.71176,-0.3,0.12292,0.47575,0.33489,0.20444,0.17219,0.13992,2,36,91,146,201,1.259,24.859,26.136,27.016,26.47,1.1489,0.58572,0.38717,0.33,0.26286
-0.36641,-0.27086,0.2785,-0.71176,-0.2,0.16228,0.11834,0.31937,0.19782,0.15936,0.12748,2,27,69,111,152,1.2512,18.814,19.905,20.082,20.201,0.74649,0.55857,0.37525,0.29892,0.25122
-0.34318,-0.2754,0.2785,-0.71176,-0.1,0.19463,-0.065403,0.30889,0.19324,0.14845,0.13353,2,23,58,92,127,1.015,15.662,16.615,16.722,17.128,0.37655,0.5391,0.36282,0.2862,0.25843
-0.32233,-0.27381,0.2785,-0.71176,0,0.22312,-0.1813,0.29976,0.18738,0.14791,0.12298,2,20,50,80,111,0.60468,13.661,14.414,14.765,14.618,0.062223,0.52459,0.34877,0.28505,0.23632
-0.30575,-0.27324,0.2785,-0.71176,0.1,0.24915,0.29207,0.1814,0.14359,0.12311,0.10798,18,45,72,99,126,12.218,12.923,13.055,13.338,13.14,0.51001,0.34127,0.27189,0.24082,0.20609
-0.2928,-0.27356,0.2785,-0.71176,0.2,0.27349,0.28517,0.17885,0.1385,0.11841,0.10547,16,41,66,90,115,11.127,11.766,12.022,11.952,12.237,0.49747,0.33324,0.26917,0.22614,0.20958
-0.27941,-0.27641,0.2785,-0.71176,0.3,0.29665,0.27927,0.17286,0.13658,0.11639,0.10258,15,38,60,83,106,10.235,10.862,11.04,11.17,11.033,0.48739,0.32509,0.25982,0.22761,0.19648
-0.26504,-0.27905,0.2785,-0.71176,0.4,0.31896,0.27327,0.17041,0.13227,0.11303,0.10081,14,35,56,77,98,9.4844,10.093,10.276,10.285,10.515,0.47511,0.31831,0.25633,0.2169,0.19987
-0.39673,-0.22059,0.95751,-0.055153,-0.4,0.06469,1.0658,0.31608,0.19205,0.17992,0,2,69,173,277,0,1.4472,46.811,50.249,31.863,0,1.285,0.54023,0.37721,0.14931,0
-0.34373,-0.15567,0.95751,-0.055153,-0.3,0.12292,0.91377,0.26181,0.16058,0.13888,0.11307,2,38,93,147,203,1.5564,24.828,26.044,27.194,26.449,1.3716,0.46184,0.30477,0.26748,0.21084
-0.31732,-0.14102,0.95751,-0.055153,-0.2,0.16228,0.81555,0.23649,0.14722,0.12236,0.094014,2,29,71,112,153,1.4333,18.767,19.888,20.119,20.197,1.2273,0.41654,0.28157,0.22783,0.18746
-0.29321,-0.13456,0.95751,-0.055153,-0.1,0.19463,0.73431,0.21953,0.1403,0.10714,0.098218,2,24,59,94,128,1.3818,15.64,16.619,16.659,17.228,1.1052,0.38555,0.26461,0.20651,0.19123
-0.27439,-0.12539,0.95751,-0.055153,0,0.22312,0.66039,0.20657,0.13287,0.10478,0.087562,2,21,52,82,112,1.3609,13.642,14.416,14.806,14.557,1.001,0.36314,0.24635,0.20376,0.16663
-0.26027,-0.11861,0.95751,-0.055153,0.1,0.24915,0.59636,0.19655,0.12427,0.099997,0.084603,2,19,46,73,100,1.3011,12.222,12.94,13.084,13.399,0.87458,0.34716,0.23547,0.18839,0.16783
-0.25068,-0.11405,0.95751,-0.055153,0.2,0.27349,0.53992,0.18808,0.12088,0.093668,0.081401,2,18,42,67,92,1.2173,11.141,11.785,11.994,11.965,0.74532,0.33149,0.22599,0.18313,0.15438
-0.24162,-0.11199,0.95751,-0.055153,0.3,0.29665,0.4835,0.18107,0.11573,0.093142,0.076948,2,16,39,62,84,1.1314,10.263,10.827,11.025,11.219,0.61646,0.31933,0.21659,0.17557,0.15301
-0.23266,-0.11082,0.95751,-0.055153,0.4,0.31896,0.43159,0.17512,0.1114,0.086155,0.07591,2,15,36,57,79,1.0404,9.554,10.127,10.292,10.275,0.49655,0.30841,0.21024,0.16881,0.1441
-0.21177,-0.1891,0.15761,-0.046193,-0.4,0.06469,0.1508,0.20138,0.12362,0.11998,0,2,66,169,274,0,1.6928,46.389,50.731,36.153,0,0.46769,0.33908,0.24663,0.1242,0
-0.1433,-0.13235,0.15761,-0.046193,-0.3,0.12292,0.09432,0.13815,0.081852,0.075799,0.058967,2,35,90,144,200,1.3645,24.736,25.9,27.38,26.212,0.3084,0.24419,0.15858,0.14487,0.1086
-0.11669,-0.11646,0.15761,-0.046193,-0.2,0.16228,0.075145,0.11411,0.069513,0.059718,0.043678,2,27,68,110,151,1.2047,18.694,19.888,19.983,20.057,0.22565,0.20075,0.13598,0.10874,0.087923
-0.097948,-0.10633,0.15761,-0.046193,-0.1,0.19463,0.063612,0.10089,0.064384,0.046678,0.04585,2,22,57,92,126,1.0777,15.539,16.703,16.522,17.38,0.1688,0.17466,0.12146,0.09116,0.08879
-0.085995,-0.095552,0.15761,-0.046193,0,0.22312,0.053249,0.089382,0.058327,0.045789,0.03694,2,20,50,80,110,0.97115,13.561,14.348,14.944,14.676,0.12618,0.15721,0.10589,0.089605,0.072102
-0.077536,-0.087652,0.15761,-0.046193,0.1,0.24915,0.043997,0.081163,0.050356,0.041855,0.035189,2,18,45,72,98,0.87187,12.181,12.92,12.997,13.529,0.091925,0.14494,0.097557,0.077526,0.070588
-0.072464,-0.082018,0.15761,-0.046193,0.2,0.27349,0.039294,0.077406,0.049622,0.036864,0.032972,2,16,41,65,90,0.77393,11.043,11.823,12.018,12.006,0.063435,0.13409,0.091786,0.073765,0.062623
-0.067101,-0.078161,0.15761,-0.046193,0.3,0.29665,0.032322,0.070803,0.044381,0.037343,0.029893,2,15,38,60,83,0.6842,10.201,10.81,10.981,11.301,0.039731,0.12601,0.083877,0.068361,0.060588
-0.062454,-0.074579,0.15761,-0.046193,0.4,0.31896,0.027474,0.067894,0.043029,0.032139,0.029321,2,14,35,56,77,0.59121,9.4545,10.11,10.227,10.331,0.018361,0.11815,0.080756,0.064133,0.055541
-0.41596,-0.24386,0.95717,-0.80837,-0.4,0.06469,1.299,0.3365,0.20457,0.1898,0,2,69,173,277,0,1.3827,46.873,50.224,32.19,0,1.4807,0.57625,0.40045,0.16077,0
-0.37504,-0.18268,0.95717,-0.80837,-0.3,0.12292,1.1249,0.29136,0.17852,0.15259,0.12471,2,37,92,147,203,1.4798,24.834,26.072,27.132,26.496,1.6655,0.51256,0.33804,0.2938,0.23342
-0.35303,-0.16996,0.95717,-0.80837,-0.2,0.16228,0.96933,0.2689,0.16743,0.13761,0.10732,2,29,70,112,153,1.378,18.774,19.886,20.122,20.134,1.4496,0.47222,0.31889,0.25718,0.21185
-0.33107,-0.16476,0.95717,-0.80837,-0.1,0.19463,0.82851,0.25426,0.16107,0.12331,0.11201,2,24,59,93,128,1.3353,15.624,16.617,16.695,17.174,1.2676,0.44504,0.30348,0.23757,0.2177
-0.31322,-0.15644,0.95717,-0.80837,0,0.22312,0.69975,0.24247,0.15392,0.12141,0.10186,2,21,51,82,112,1.3261,13.639,14.414,14.787,14.59,1.1092,0.42563,0.28596,0.2355,0.1944
-0.29981,-0.15059,0.95717,-0.80837,0.1,0.24915,0.58726,0.23321,0.14672,0.11733,0.099512,2,19,46,73,100,1.2554,12.202,12.926,13.074,13.357,0.91043,0.40978,0.27681,0.22149,0.19624
-0.2906,-0.14686,0.95717,-0.80837,0.2,0.27349,0.48935,0.22428,0.14348,0.11118,0.096108,2,17,42,67,91,1.1309,11.143,11.767,12.003,11.97,0.69941,0.39454,0.26773,0.21669,0.18288
-0.28171,-0.1458,0.95717,-0.80837,0.3,0.29665,0.39704,0.21886,0.13825,0.11018,0.092446,2,16,39,62,84,0.99808,10.23,10.845,11.041,11.178,0.50163,0.3835,0.25936,0.20892,0.18222
-0.27252,-0.14568,0.95717,-0.80837,0.4,0.31896,0.3152,0.21309,0.13475,0.10463,0.090563,2,15,36,57,78,0.85527,9.5178,10.104,10.275,10.298,0.32587,0.37313,0.25302,0.20355,0.1731
-0.43729,-0.23877,0.80028,-1.3479,-0.4,0.06469,1.4948,0.34719,0.21044,0.19483,0,2,69,173,277,0,1.3189,46.906,50.165,31.639,0,1.4819,0.59487,0.4115,0.15997,0
-0.40441,-0.17012,0.80028,-1.3479,-0.3,0.12292,1.4747,0.30567,0.18768,0.15909,0.13137,2,38,93,148,203,1.5006,24.819,26.07,27.133,26.517,2.006,0.53725,0.35459,0.307,0.24584
-0.38578,-0.15405,0.80028,-1.3479,-0.2,0.16228,1.3875,0.28463,0.17732,0.1453,0.11379,2,29,71,112,154,1.4005,18.772,19.86,20.157,20.123,1.8943,0.50019,0.33662,0.27236,0.22409
-0.36609,-0.14711,0.80028,-1.3479,-0.1,0.19463,1.2613,0.26981,0.17121,0.1323,0.11842,2,25,59,94,128,1.3437,15.653,16.608,16.69,17.199,1.7275,0.47388,0.32262,0.25404,0.23129
-0.34986,-0.13775,0.80028,-1.3479,0,0.22312,1.1124,0.25869,0.16542,0.13023,0.10935,2,22,52,82,112,1.3195,13.653,14.425,14.761,14.61,1.5471,0.45502,0.30785,0.25231,0.20866
-0.3378,-0.13129,0.80028,-1.3479,0.1,0.24915,0.96064,0.24957,0.15744,0.12619,0.10637,2,19,47,74,101,1.3162,12.245,12.955,13.103,13.369,1.3695,0.44033,0.2977,0.239,0.21032
-0.32985,-0.12723,0.80028,-1.3479,0.2,0.27349,0.81429,0.24381,0.15393,0.12074,0.10461,2,18,43,67,92,1.2604,11.127,11.82,11.965,11.987,1.1395,0.42832,0.28935,0.23392,0.19931
-0.32229,-0.12601,0.80028,-1.3479,0.3,0.29665,0.66902,0.23566,0.15024,0.12044,0.10028,2,16,39,62,85,1.1322,10.292,10.842,11.009,11.193,0.8516,0.41619,0.28134,0.22785,0.19809
-0.3143,-0.12611,0.80028,-1.3479,0.4,0.31896,0.53654,0.23095,0.14619,0.11463,0.09982,2,15,37,58,79,0.98585,9.5737,10.131,10.27,10.272,0.58776,0.40701,0.2757,0.22234,0.19001
-0.33546,-0.23054,0.42176,-0.13236,-0.4,0.06469,0.58958,0.28521,0.17453,0.16454,0,2,68,171,276,0,1.611,46.71,50.424,33.617,0,1.0045,0.48611,0.3441,0.15023,0
-0.26916,-0.17534,0.42176,-0.13236,-0.3,0.12292,0.41694,0.22508,0.13697,0.1206,0.09626,2,36,91,146,202,1.4816,24.802,26.011,27.217,26.366,0.8252,0.39707,0.26141,0.2313,0.17902
-0.23825,-0.16272,0.42176,-0.13236,-0.2,0.16228,0.33708,0.19828,0.12293,0.10244,0.078123,2,28,69,111,152,1.3825,18.742,19.895,20.061,20.113,0.67493,0.34876,0.23633,0.18959,0.15548
-0.21249,-0.15553,0.42176,-0.13236,-0.1,0.19463,0.28224,0.18123,0.11566,0.086826,0.081399,2,23,58,93,127,1.2719,15.603,16.636,16.635,17.259,0.5442,0.31696,0.21791,0.16829,0.15786
-0.1935,-0.14529,0.42176,-0.13236,0,0.22312,0.23856,0.16751,0.1076,0.084987,0.070045,2,20,51,81,111,1.1672,13.616,14.395,14.847,14.591,0.43335,0.29418,0.19847,0.16533,0.13459
-0.17955,-0.13746,0.42176,-0.13236,0.1,0.24915,0.20318,0.15689,0.098439,0.079498,0.067577,2,18,45,72,99,1.0646,12.204,12.939,13.051,13.451,0.34001,0.2775,0.1876,0.14917,0.13441
-0.17007,-0.13179,0.42176,-0.13236,0.2,0.27349,0.17461,0.14941,0.095552,0.07342,0.064027,2,17,41,66,91,0.95766,11.099,11.794,12.005,11.912,0.25858,0.26203,0.17814,0.14437,0.12072
-0.16088,-0.12841,0.42176,-0.13236,0.3,0.29665,0.14778,0.14077,0.089661,0.072976,0.059626,2,15,38,61,84,0.8528,10.266,10.81,10.997,11.271,0.18537,0.24924,0.1679,0.13629,0.11941
-0.15214,-0.12544,0.42176,-0.13236,0.4,0.31896,0.12368,0.135,0.085693,0.066055,0.058695,2,14,36,57,78,0.74677,9.5529,10.142,10.275,10.219,0.12089,0.23792,0.16189,0.13006,0.11027
-0.38658,-0.21971,0.79221,-0.063629,-0.4,0.06469,0.98173,0.3098,0.18835,0.17682,0,2,69,173,277,0,1.4687,46.791,50.274,32.046,0,1.2392,0.52919,0.37024,0.14822,0
-0.33046,-0.15651,0.79221,-0.063629,-0.3,0.12292,0.81826,0.25363,0.15544,0.13508,0.10954,2,38,92,147,203,1.5595,24.837,26.039,27.199,26.438,1.2677,0.44777,0.29534,0.25997,0.2042
-0.30301,-0.1424,0.79221,-0.063629,-0.2,0.16228,0.72083,0.22797,0.14208,0.11816,0.090677,2,29,70,112,153,1.4307,18.766,19.885,20.107,20.192,1.1167,0.40153,0.27198,0.21968,0.18093
-0.27842,-0.13604,0.79221,-0.063629,-0.1,0.19463,0.64394,0.21122,0.13487,0.10259,0.094625,2,24,59,94,128,1.3813,15.627,16.629,16.656,17.226,0.99906,0.37042,0.25456,0.19798,0.18397
-0.25943,-0.12689,0.79221,-0.063629,0,0.22312,0.57624,0.19822,0.12708,0.1003,0.083764,2,21,52,82,112,1.3482,13.639,14.414,14.819,14.565,0.89166,0.34847,0.23542,0.19519,0.15972
-0.2452,-0.12006,0.79221,-0.063629,0.1,0.24915,0.5189,0.18794,0.11881,0.09575,0.081021,2,19,46,73,100,1.2739,12.209,12.926,13.062,13.396,0.76682,0.33168,0.22501,0.17993,0.16062
-0.23551,-0.11541,0.79221,-0.063629,0.2,0.27349,0.46919,0.17872,0.11548,0.089071,0.077475,2,18,42,67,91,1.1889,11.149,11.767,12.005,11.955,0.64962,0.31523,0.21529,0.17458,0.14675
-0.22635,-0.1132,0.79221,-0.063629,0.3,0.29665,0.42029,0.17253,0.11,0.088471,0.073374,2,16,39,62,84,1.1031,10.246,10.833,11.034,11.206,0.53478,0.30367,0.20616,0.16674,0.1457
-0.21735,-0.11179,0.79221,-0.063629,0.4,0.31896,0.3756,0.16644,0.10602,0.081953,0.071787,2,15,36,57,79,1.0135,9.5375,10.116,10.278,10.284,0.42914,0.29263,0.19977,0.16048,0.13639
-0.44667,-0.23465,0.65574,-1.5147,-0.4,0.06469,1.5489,0.35131,0.21252,0.19685,0,2,70,173,278,0,1.3017,46.922,50.143,31.349,0,1.4578,0.60206,0.41548,0.159,0
-0.4168,-0.16126,0.65574,-1.5147,-0.3,0.12292,1.6056,0.31083,0.19098,0.16171,0.1338,2,38,93,148,203,1.4758,24.819,26.059,27.121,26.549,2.0562,0.54651,0.36033,0.31212,0.25065
-0.39931,-0.14287,0.65574,-1.5147,-0.2,0.16228,1.5873,0.28963,0.18093,0.14831,0.11612,2,29,71,113,154,1.4233,18.778,19.862,20.155,20.111,2.1016,0.50926,0.34346,0.27787,0.2284
-0.38038,-0.13455,0.65574,-1.5147,-0.1,0.19463,1.5112,0.27613,0.17429,0.13531,0.12084,2,25,59,94,129,1.3563,15.637,16.631,16.684,17.194,1.9841,0.48454,0.32932,0.25932,0.23621
-0.36475,-0.12417,0.65574,-1.5147,0,0.22312,1.3874,0.26528,0.1693,0.13294,0.11196,2,22,52,82,113,1.3213,13.641,14.422,14.751,14.614,1.8242,0.46643,0.31507,0.25751,0.21342
-0.35321,-0.11698,0.65574,-1.5147,0.1,0.24915,1.2367,0.25621,0.16211,0.12984,0.1093,2,20,47,74,101,1.3136,12.237,12.927,13.083,13.331,1.652,0.45135,0.30544,0.24532,0.21544
-0.34579,-0.11236,0.65574,-1.5147,0.2,0.27349,1.0719,0.25026,0.15881,0.12361,0.10768,2,18,43,67,92,1.3132,11.119,11.805,11.981,11.98,1.4628,0.43894,0.29807,0.23992,0.20485
-0.33883,-0.11065,0.65574,-1.5147,0.3,0.29665,0.89447,0.24359,0.15367,0.12368,0.10352,2,17,39,62,85,1.2174,10.281,10.876,11.005,11.163,1.1467,0.42916,0.28909,0.2339,0.20379
-0.33143,-0.11046,0.65574,-1.5147,0.4,0.31896,0.72479,0.23768,0.15146,0.11867,0.10305,2,16,37,58,79,1.0746,9.5585,10.101,10.241,10.265,0.81914,0.41867,0.28432,0.22885,0.19585
-0.39032,-0.22284,0.84913,-0.10368,-0.4,0.06469,1.0142,0.31321,0.19043,0.1785,0,2,69,173,277,0,1.4595,46.8,50.267,32.069,0,1.2676,0.53522,0.37412,0.14987,0
-0.33589,-0.15979,0.84913,-0.10368,-0.3,0.12292,0.84807,0.25821,0.15827,0.13724,0.11141,2,37,92,147,203,1.5602,24.837,26.043,27.191,26.445,1.313,0.45567,0.30058,0.26415,0.20778
-0.30896,-0.1458,0.84913,-0.10368,-0.2,0.16228,0.74587,0.23286,0.14512,0.1205,0.092662,2,29,70,112,153,1.4246,18.767,19.885,20.109,20.185,1.1513,0.40997,0.27761,0.22418,0.18465
-0.28458,-0.13953,0.84913,-0.10368,-0.1,0.19463,0.66412,0.21627,0.13796,0.10502,0.096683,2,24,59,94,128,1.376,15.626,16.627,16.662,17.219,1.0286,0.37917,0.26032,0.20262,0.18795
-0.26563,-0.13042,0.84913,-0.10368,0,0.22312,0.59169,0.20334,0.13017,0.10275,0.085868,2,21,51,82,112,1.3495,13.638,14.415,14.815,14.56,0.91991,0.35741,0.24127,0.19988,0.1636
-0.25143,-0.12366,0.84913,-0.10368,0.1,0.24915,0.52995,0.19312,0.12202,0.098237,0.083145,2,19,46,73,100,1.2727,12.208,12.926,13.063,13.391,0.78666,0.34062,0.23096,0.18471,0.16472
-0.24174,-0.11907,0.84913,-0.10368,0.2,0.27349,0.47629,0.18376,0.11866,0.091583,0.079605,2,18,42,67,91,1.1846,11.15,11.767,12.005,11.957,0.66143,0.3241,0.22126,0.17937,0.15086
-0.23256,-0.11695,0.84913,-0.10368,0.3,0.29665,0.42349,0.17773,0.11319,0.09092,0.075523,2,16,39,62,84,1.0949,10.243,10.835,11.035,11.202,0.53894,0.31263,0.21216,0.1715,0.14982
-0.2235,-0.11564,0.84913,-0.10368,0.4,0.31896,0.37531,0.17163,0.10924,0.084493,0.073851,2,15,36,57,79,1.0009,9.5349,10.114,10.277,10.288,0.42635,0.3016,0.20573,0.1653,0.14046
-0.38589,-0.24777,0.67874,-0.38054,-0.4,0.06469,0.97416,0.3207,0.19578,0.18222,0,2,68,172,276,0,1.4735,46.82,50.305,32.939,0,1.3567,0.54855,0.38396,0.16076,0
-0.33419,-0.19289,0.67874,-0.38054,-0.3,0.12292,0.72616,0.27065,0.16535,0.14235,0.11546,2,37,92,147,202,1.4518,24.809,26.071,27.155,26.423,1.2262,0.47599,0.31415,0.27363,0.21545
-0.30762,-0.18219,0.67874,-0.38054,-0.2,0.16228,0.58336,0.24639,0.15301,0.12577,0.097779,2,28,70,111,153,1.3717,18.763,19.88,20.107,20.186,1.024,0.43291,0.29186,0.2346,0.19431
-0.2829,-0.17732,0.67874,-0.38054,-0.1,0.19463,0.4776,0.22972,0.14596,0.11143,0.10163,2,24,58,93,127,1.3449,15.634,16.616,16.67,17.234,0.87747,0.40285,0.27474,0.21502,0.19782
-0.26338,-0.16876,0.67874,-0.38054,0,0.22312,0.39076,0.2171,0.13871,0.10943,0.090579,2,21,51,81,111,1.2392,13.635,14.409,14.793,14.56,0.69567,0.38156,0.25715,0.21198,0.17286
-0.24875,-0.16242,0.67874,-0.38054,0.1,0.24915,0.31977,0.20634,0.12979,0.10419,0.088424,2,19,46,73,100,1.1192,12.234,12.941,13.06,13.394,0.53237,0.36399,0.24597,0.19636,0.17479
-0.23849,-0.15805,0.67874,-0.38054,0.2,0.27349,0.26069,0.19925,0.12633,0.097863,0.085092,2,17,42,66,91,0.98904,11.103,11.804,11.988,11.932,0.38875,0.34889,0.23642,0.19082,0.16121
-0.22852,-0.15618,0.67874,-0.38054,0.3,0.29665,0.20585,0.19108,0.11999,0.097205,0.080948,2,16,38,61,84,0.855,10.269,10.866,10.983,11.205,0.2582,0.33671,0.226,0.18237,0.16021
-0.21855,-0.15485,0.67874,-0.38054,0.4,0.31896,0.15762,0.18428,0.11714,0.090926,0.079438,2,15,36,57,78,0.71597,9.5389,10.103,10.244,10.229,0.14413,0.32404,0.21974,0.17657,0.15003
-0.42441,-0.25245,0.74313,-0.95469,-0.4,0.06469,1.4333,0.34484,0.20965,0.19378,0,2,69,173,277,0,1.3491,46.905,50.213,32.269,0,1.5699,0.59097,0.40989,0.16501,0
-0.38915,-0.19302,0.74313,-0.95469,-0.3,0.12292,1.2568,0.30418,0.18632,0.15841,0.12972,2,37,92,147,203,1.4534,24.833,26.08,27.107,26.515,1.8277,0.53446,0.35241,0.30501,0.24317
-0.36952,-0.1813,0.74313,-0.95469,-0.2,0.16228,1.057,0.28322,0.17633,0.14432,0.11322,2,29,70,112,153,1.3538,18.778,19.886,20.124,20.13,1.5696,0.49694,0.3353,0.27015,0.22294
-0.34892,-0.17687,0.74313,-0.95469,-0.1,0.19463,0.869,0.2699,0.17044,0.13084,0.1182,2,24,59,93,128,1.3158,15.628,16.615,16.702,17.16,1.3422,0.47223,0.32098,0.25186,0.22974
-0.33182,-0.16922,0.74313,-0.95469,0,0.22312,0.69986,0.25894,0.16384,0.12909,0.10841,2,21,51,82,112,1.3115,13.64,14.409,14.779,14.605,1.1429,0.45425,0.30445,0.2501,0.20719
-0.31898,-0.16404,0.74313,-0.95469,0.1,0.24915,0.55532,0.25028,0.15712,0.12535,0.10644,2,19,46,73,100,1.2251,12.199,12.923,13.073,13.343,0.89191,0.439,0.29605,0.23689,0.20945
-0.31015,-0.16092,0.74313,-0.95469,0.2,0.27349,0.43322,0.24207,0.15409,0.11946,0.10316,2,17,42,67,91,1.0722,11.136,11.769,12.005,11.969,0.63387,0.42503,0.28765,0.23252,0.19647
