0.81472,-0.14798,3.7784,0.023613,3.4428,6.3222,4.3964,3.5756,3.0917,2.7578,-0.388,-0.316,-0.218,-0.092,0.058,0.0057972,0.012306,0.019629,0.027299,0.034905,5.9945,4.145,3.2747,2.7487,2.3785
0.12699,-0.13607,2.0179,0.034867,1.2671,3.2828,2.4312,2.0189,1.7828,1.6309,-0.392,-0.326,-0.23,-0.108,0.036,0.0078263,0.019972,0.031354,0.042821,0.053536,2.2156,1.9758,1.4887,1.1945,0.99615
0.63236,-1.4176,6.4649,0.014545,6.2697,11.023,7.7564,6.0006,5.2122,4.5978,-0.388,-0.316,-0.214,-0.088,0.06,0.0034407,0.0072014,0.012137,0.016728,0.021679,10.853,7.611,5.8233,5.008,4.3706
0.2785,-0.71176,7.0035,0.011053,6.3065,9.5299,9.3563,8.0529,6.7353,5.7932,-0.39,-0.318,-0.22,-0.096,0.05,0.0043078,0.0058088,0.0088959,0.012827,0.017087,9.3692,9.2463,7.9173,6.575,5.6087
0.95751,-0.055153,3.91,0.023006,3.5849,6.5612,4.5931,3.7006,3.1781,2.8343,-0.388,-0.316,-0.216,-0.09,0.058,0.0056408,0.011758,0.019023,0.026668,0.034106,6.2527,4.3485,3.4074,2.844,2.4647
0.15761,-0.046193,1.7167,0.036302,0.93061,2.5247,1.982,1.7227,1.5701,1.4701,-0.39,-0.322,-0.224,-0.1,0.048,0.010403,0.024408,0.036487,0.048189,0.058776,1.6013,1.437,1.1121,0.91029,0.77196
0.95717,-0.80837,5.0691,0.018205,4.8162,8.7269,5.9298,4.7718,4.0706,3.625,-0.388,-0.316,-0.216,-0.09,0.058,0.0041095,0.0092292,0.014931,0.021109,0.027094,8.4885,5.743,4.5457,3.8106,3.3352
0.80028,-1.3479,5.9373,0.015791,5.7221,10.201,7.1036,5.5603,4.714,4.2138,-0.388,-0.316,-0.216,-0.088,0.06,0.0036293,0.0077547,0.012976,0.018395,0.023546,10.01,6.9436,5.3658,4.4901,3.9643
0.42176,-0.13236,2.8895,0.028951,2.4545,4.4687,3.4052,2.8063,2.4354,2.1975,-0.39,-0.318,-0.22,-0.096,0.052,0.0075949,0.015364,0.024241,0.033599,0.042456,3.9877,3.0799,2.4223,2.0021,1.7225
0.79221,-0.063629,3.6531,0.024336,3.3066,6.0899,4.2663,3.4597,2.9827,2.674,-0.388,-0.316,-0.216,-0.09,0.058,0.0059964,0.012631,0.020236,0.028244,0.035899,5.7536,4.0053,3.1479,2.6281,2.2825
0.65574,-1.5147,6.1985,0.015098,5.9965,10.383,7.382,5.8873,5.0341,4.4518,-0.388,-0.316,-0.214,-0.088,0.062,0.0038046,0.0076462,0.012333,0.01736,0.022423,10.21,7.2313,5.7035,4.8222,4.2161
0.84913,-0.10368,3.7865,0.023614,3.4515,6.3409,4.4254,3.5832,3.0842,2.7618,-0.388,-0.316,-0.216,-0.09,0.058,0.0057976,0.01222,0.019588,0.027384,0.034889,6.017,4.1738,3.2821,2.7411,2.3825
0.67874,-0.38054,4.0969,0.021741,3.7854,6.6338,4.9288,3.9415,3.3699,2.9934,-0.388,-0.318,-0.218,-0.094,0.054,0.005377,0.010941,0.017803,0.025072,0.032258,6.3186,4.7003,3.6663,3.0542,2.6421
0.74313,-0.95469,5.7776,0.016111,5.5558,10.017,6.7155,5.4215,4.647,4.1201,-0.388,-0.316,-0.216,-0.092,0.058,0.0035788,0.0082984,0.01321,0.018586,0.024016,9.8087,6.5525,5.2236,4.419,3.8655
0.65548,-1.3019,6.5204,0.014506,6.3239,11.26,7.7987,6.1038,5.1593,4.6127,-0.388,-0.316,-0.216,-0.09,0.06,0.003293,0.0071714,0.011876,0.016908,0.021641,11.085,7.6527,5.9261,4.9547,4.3848
0.70605,-1.5208,6.0213,0.015538,5.813,10.116,7.1786,5.7037,4.8849,4.3162,-0.388,-0.316,-0.214,-0.088,0.062,0.0038859,0.0078471,0.012704,0.017878,0.023068,9.9365,7.0231,5.5142,4.6665,4.0733
0.27692,-1.4983,8.337,0.010909,8.1974,12.809,9.5287,8.4875,7.0675,6.2956,-0.388,-0.316,-0.214,-0.086,0.062,0.0032049,0.0058174,0.0086582,0.01257,0.016131,12.694,9.4234,8.3584,6.9192,6.1316
0.097132,-0.27731,3.7088,0.025065,3.1882,7.724,5.031,3.6553,2.9221,2.4757,-0.392,-0.326,-0.232,-0.11,0.032,0.00433,0.010194,0.018184,0.027572,0.037221,7.2112,4.7957,3.3482,2.5491,2.044
0.69483,-1.0727,6.2132,0.015124,6.0057,10.805,7.2833,5.8404,4.9666,4.4045,-0.388,-0.316,-0.216,-0.09,0.058,0.0033445,0.0076413,0.012321,0.017475,0.022555,10.613,7.1303,5.6545,4.7525,4.1656
0.95022,-1.5167,5.4425,0.017115,5.2103,9.2395,6.509,5.09,4.3939,3.8816,-0.388,-0.316,-0.214,-0.088,0.06,0.0041467,0.0085389,0.014087,0.01971,0.025505,9.036,6.3357,4.8794,4.1516,3.612
0.43874,-0.97145,7.5288,0.012304,7.3613,12.682,8.5493,7.2759,6.2383,5.4874,-0.388,-0.318,-0.218,-0.092,0.056,0.0030226,0.0064597,0.0099493,0.014006,0.018205,12.522,8.4272,7.1273,6.0669,5.2953
0.76552,-0.3217,4.0282,0.022214,3.7113,6.6638,4.7499,3.8562,3.298,2.9315,-0.388,-0.318,-0.218,-0.092,0.056,0.0054597,0.011395,0.018222,0.025644,0.032929,6.3487,4.5155,3.5743,2.9756,2.5735
